scenario_id,relative_position_x,relative_position_y,relative_position_z,relative_velocity_x,relative_velocity_y,relative_velocity_z,time_to_conjunction,sat_altitude,debris_altitude,collision_risk,required_delta_v
67,4344.355839305251,-2274.2530341975908,-867.461084824603,0.04691973513150849,4.40980347280398,8.061447982649202,275.0897509756229,499.86291909205465,436.53074459903746,0,0.0
68,-633.6207331877076,-896.500693680676,5438.155551406639,0.6357894850340822,-0.3399144751446661,2.2895719703589443,1799.9994020626843,737.1349092073851,899.4434915659222,0,0.0
69,-4818.28475226967,9472.42207482505,-5667.416712620057,-3.563838104807675,-4.945541963046283,-4.754009803309176,1457.0790341999837,724.307496536655,1269.403331965208,0,0.0
70,-2277.881712541733,-4143.803202503802,-1528.6065525740885,1.4495577160890054,2.895973376883866,0.7002914962054456,923.8010400944188,558.3565952691197,380.8548482640663,0,0.0
71,-1201.4295981858522,2887.708792021153,2227.4728533348502,-3.200955883827085,1.2765235618447148,1.5028204713414326,1799.9994020626843,915.6612379735834,790.7777347202082,0,0.0
72,-4683.32278922764,3698.411600057745,-3505.993572944825,0.8729834630142985,1.2457541058790937,7.592061861040716,710.0677677319634,510.0209161715529,649.5944792097143,0,0.0
73,5197.488677546208,-733.0497929417379,3078.776455726371,1.006831589935386,5.546678890304664,-2.3826686036269358,1799.9994020626843,611.2971287978353,1289.0204989316926,0,0.0
74,5103.008639928324,5549.181435343134,-1792.0255113553685,-3.424728703783935,7.638999252598387,4.184826446129028,0.0005979373155736449,576.5115503004245,563.7180304399162,0,0.0
75,-160.8641563615247,3842.5444189260575,-2447.6105302274655,-6.950856092159114,-3.4407328139778786,4.320013779113316,336.29676870307907,720.4499326324303,697.8751351600713,0,0.0
76,1560.2525727710572,-5663.213991207527,-3815.52402629043,6.156949065885044,-2.8573044883347047,-6.622471891917044,1799.9994020626843,827.8244584370914,490.1613724139197,0,0.0
77,-9940.721081612272,-3213.8833664770286,-5940.267055491782,-9.18930294476466,5.835551838471456,6.513479647627737,0.0005979373155736449,841.8117543869394,1180.350989941695,0,0.0
78,-1933.1181474264158,-5452.241839021432,7361.060564009247,3.74937078601103,-8.911937079368649,-10.468101382613156,292.2918282849437,824.6330766885858,676.9211963501766,0,0.0
79,-7133.773933860052,-4413.889296490079,-4562.604839614658,-3.9422506428201984,-8.65038961849443,1.6237364284762803,1799.9994020626843,542.8757130843414,477.9258768477166,0,0.0
80,2112.9864186053,700.8617187822801,2146.7733080022253,-1.4020905787874258,0.9633196503652588,0.2928599567526726,1396.9216047921645,816.1756828015577,954.8583310695767,0,0.0
81,-4585.886253858099,9891.397962347548,-9530.781000770197,-6.190268699953821,-2.2290787360904356,2.747370880291301,1450.6405201454902,905.6616632732585,1114.085948114851,0,0.0
82,-4355.035844079792,1163.5397856368145,-5929.125146296968,-11.933401659256148,-7.21642610074632,-0.9347149541845187,0.0005979373155736449,732.2958107642053,546.9115620471048,0,0.0
83,-5117.155755401465,-2518.5185091380035,-9792.569785123484,2.486982894747107,-1.0367278269224682,-8.831636053488449,1799.9994020626843,874.493528728306,1027.5714682037697,0,0.0
84,1172.0765816232483,11249.711673563372,-3422.175077707185,0.3532506154360977,4.932401439756959,-4.222887266430845,1799.9994020626843,637.0160672529437,787.1557431758611,0,0.0
85,-8453.123986968996,-7029.465428884188,-3135.621798811986,7.245928864329113,-6.833607501595461,-3.368156515120753,1234.263125852285,900.5523432244518,1052.0744869322816,0,0.0
86,4890.186228475103,3003.6044064709727,-4139.20543189672,-8.371640430999566,5.892575228241545,-4.840957546871664,46.282650803978754,701.5109057561867,432.3998670624924,0,0.0
87,-5707.162698712143,-8782.865598215172,-4348.836608441122,9.796858915067542,-7.172588252870015,-0.8629394661952203,0.0005979373155736449,824.8886043100792,1109.9556139828846,0,0.0
88,-2953.06638078134,-1551.6197887143007,-2090.450567329559,-0.6593108046690088,-7.483166619545262,3.358216608121556,0.0005979373155736449,632.224827198911,721.0398363873464,0,0.0
89,-11093.337354622241,591.7042686672442,-4934.07327789651,1.0792705957055255,2.2724194713812107,8.591525441326812,1032.8985290536375,654.5236455037484,521.7394716009221,0,0.0
90,-427.5159025483508,3558.6775195393197,-1405.2867527820124,-1.2576363587788701,14.459597327325756,-0.7455435140348929,0.0005979373155736449,668.6994535217218,567.5064688928715,0,0.0
91,-1800.2562015652302,-2677.147291859075,5314.559427180836,1.76785765581011,2.8695452451907664,-5.087352215967331,782.1978002412217,600.9750300820897,1067.9023096290712,0,0.0
92,-772.2544420759182,-7651.018168826682,1250.8576253435413,11.996038272043457,1.6030924921518221,2.4012464220728185,192.43917667655583,848.6679430507784,1042.4359472347714,0,0.0
93,5274.979369423103,-2852.4969287068284,-5642.978833178833,4.5216658347666225,6.135659749705331,3.479972141790251,676.1649091863525,838.8049094473799,1110.0208763448018,0,0.0
94,-9820.638923787004,-5886.756713269601,651.1010703934168,-5.4937608441308186,3.6058843710529125,-6.510501378585318,1799.9994020626843,749.3926956296855,1024.7654203780921,0,0.0
95,4598.004112652582,-1860.7030893032706,-1704.6805891430602,2.2625001428896665,5.366730698903593,1.726070577572659,444.55798722807765,473.8639873722641,525.9311116883373,0,0.0
96,5660.593295798897,-3400.7425625321744,-3614.921219867651,5.331219395037147,-0.07634821805986114,3.219794858815186,1799.9994020626843,944.7991224306352,899.0165282515582,0,0.0
97,4135.693176011893,2646.103700809883,-7065.552075445132,2.3894547008331264,1.6470662301885204,-2.9784891054310325,1799.9994020626843,782.4367542143809,1015.8322052758822,0,0.0
98,3239.481935830518,-8103.356729635637,-4413.564020867601,-3.791431964228722,8.620900099334833,4.9856458399048975,731.2177597631559,769.8647250702006,762.5535544839886,0,0.0
99,-1107.1023748818009,6384.825920262429,-6531.168395573221,9.692948301361788,-0.4700962660312701,-9.569671780199698,0.0005979373155736449,730.7818644720419,899.4286048960948,0,0.0
100,4953.166618987385,308.86934307857246,553.1297183815132,-0.2749378107281999,1.8917226657098638,-1.3880786618808587,1349.368961874608,615.8757009664614,580.6757635478434,0,0.0
101,6242.01611904965,5523.917091647746,-930.1896684543412,-11.016055012088158,8.240262835254505,-4.321472887200221,152.5297627974839,574.6325322422044,401.20512090778175,0,0.0
102,8560.21298756985,412.7106468521547,10315.492711233952,5.308061547502987,4.400645185039997,-4.376576076658429,1537.4974040979844,467.8167332948833,1007.2162190128029,0,0.0
103,8098.846551568537,-7234.399798036444,-7198.631317697416,10.700916013260471,7.5241086446540875,0.598151784835645,1799.9994020626843,533.8740154585557,938.0394582356548,0,0.0
104,9693.170846840432,-1393.4445914864887,-5727.99765910001,-6.440528055440724,5.166134789980716,-0.25425257818107116,981.7274283492633,848.5391755024793,846.1071867077044,0,0.0
105,3908.866606616418,5379.913656951825,-9863.553486775738,-10.49368211225768,4.165690254523785,0.19344662207716468,1144.978172560559,602.798956118455,1052.7191696307782,0,0.0
106,11306.975993131486,2928.272273020861,2165.8976301561383,-3.9137609874988355,11.026329597042814,5.953701324757064,0.0005979373155736449,722.2285659517711,544.3249689998729,0,0.0
107,1345.3779452918134,-2139.856380691397,4423.365867795124,-0.4104584043486339,5.369253389353053,4.579133799924838,0.0005979373155736449,782.7172984326753,362.05039449060587,0,0.0
108,-6653.585908971463,7703.393707466608,-4738.306299930749,-5.30580307683019,0.009404755651265972,1.6560717490552306,1659.6699352030294,505.4594912969669,793.1750234887613,0,0.0
109,939.7585145399814,5969.7320988827505,5999.483979054503,-2.774777228071896,8.319039362443164,-2.540282064937098,1799.9994020626843,618.7824094907537,906.7982596245747,0,0.0
110,4013.962328131075,11379.959454084128,6057.903571975443,-13.43625089243708,1.3971010675367697,4.92072701822823,1017.3483018886964,499.2649953713708,419.2237285556075,0,0.0
111,3976.2460451339684,-4728.79221287662,-7179.007112300924,10.792284199921342,6.279356072520056,7.459095945295517,331.5195992235616,466.01546704161683,403.1941805884926,0,0.0
112,2326.8167014869123,-4896.711453804512,1282.800424930846,4.879400547065937,10.685671893787731,0.9723322090527735,321.7300838281804,634.098068526625,716.407917370534,0,0.0
113,-5926.159745994926,224.6424739390377,7157.284286328268,4.386808128396641,-0.29829942579616553,-6.315841031781644,847.444055970572,764.2880767206225,469.450131693221,0,0.0
114,-9750.762037963821,-4090.8986582624248,4899.964273797489,-3.0162804635498794,5.418981919463717,-4.233088198382689,1297.484655183579,523.2936182301692,516.4992119004592,0,0.0
115,3272.0003723123787,5090.45744439746,-2808.252528487461,-4.855611039679498,1.5593135138455514,2.5244443434826227,962.4528172206594,799.470012355142,725.2539342660102,0,0.0
116,2373.2988774352007,-13767.372238661897,-1996.2892804867638,-0.7441574455447872,2.7152586224966186,-2.605059058547683,1382.097389381799,726.0930848022554,1193.7240066649965,0,0.0
117,-4914.273887514897,-4111.977071081654,7162.751493295955,9.845605136197232,-9.577778436631231,-2.3016620304694624,256.2186885017612,504.73981227737386,798.8208911253814,0,0.0
118,11983.953731939186,492.37697172539083,4424.812678832444,4.214667267439508,0.9588495799068983,3.681390780286426,1799.9994020626843,500.65884484397156,1048.0541910590518,0,0.0
119,-1292.2365025576046,604.7040106965028,516.6320541521068,3.4249232562324448,-3.1838737289643744,-2.691052848191303,254.521573277296,443.25250975453673,941.8479898035748,0,0.0
120,-9956.404649214837,-159.39038176808208,-2335.557008988795,6.720548336579228,-7.755282814624602,6.368512729080189,665.5314210682957,539.4345434747693,1209.1411965729849,0,0.0
121,2461.2169196703817,-4487.460984229867,443.2231654558127,1.4745228379361768,-3.002510900428155,1.5476878305466721,1799.9994020626843,612.2516302400336,966.1423599122036,0,0.0
122,12348.0097581774,5315.131994309031,-265.1917464515777,-5.8445586245213255,13.694059712344181,-0.12817120724056835,0.0005979373155736449,459.67708958493495,539.4514453889115,0,0.0
123,3000.0307226654595,8843.276344830885,8012.220930706768,-1.0308331831507762,10.677061836330232,-3.289587640077502,1799.9994020626843,775.1239522410306,578.3503122673546,0,0.0
124,10145.915698958306,-6222.482307312238,-277.3322208647071,-6.892062014417127,4.077072004594342,-3.0701652309238723,932.1288727001786,760.7095145208687,673.2710993978699,0,0.0
125,7615.3681470315,-2111.789033877706,1654.002847973148,11.723766251463264,-2.894437210927263,1.89039904863394,1799.9994020626843,756.0304511240784,546.827372080098,0,0.0
126,5953.64288915361,903.6711699852544,-6976.043644760997,-5.05355397397258,0.3383750812325461,0.9146269347960045,1073.3497843821553,602.5982027403552,914.4424680189268,0,0.0
127,-7117.053838079753,7845.051952286841,2419.411705713733,-6.161263836985952,6.4990863600236946,2.5732594870575483,1799.9994020626843,748.1260012007269,1046.518739869538,0,0.0
128,3727.0691024026096,-1966.8141330850672,-8399.211785972737,1.2193605164618213,-0.4913138952712437,7.037954774386799,919.909444064341,623.9550751590859,864.9758241855725,0,0.0
129,1318.7626286849402,13626.546217317384,-2282.6205860031464,-0.045734914769339774,0.624466403732282,-1.6729405368324548,1542.6784870580054,687.1218148247572,680.3600030785592,0,0.0
130,5249.847405268844,2893.6616174369315,-1596.272006389807,-9.43055826073496,-8.846856651510496,-5.170825268943863,355.376305395054,837.8200381527731,985.8708096027758,0,0.0
131,-557.4940869117489,3160.1388947104733,-1988.0460926923733,4.696751067290501,11.6332979452799,-6.986880906794125,0.0005979373155736449,842.5512363587422,788.6572938277477,0,0.0
132,1516.5170667162688,-418.0069277002094,-821.9005865674851,-2.635791313063204,2.1667255119591604,5.818641484830547,214.99149461446635,612.154571089678,468.89348131578936,0,0.0
133,-3919.070495456307,3180.495390614707,-4139.853935680378,-3.759824042027594,-10.717527579798588,1.9854661107144962,275.98591351180113,841.2157261660523,1070.8824090237622,0,0.0
134,-10295.903034037789,3030.1826510262226,2263.1209521601418,5.524930988949972,-9.907535271410195,4.029958664872945,713.7715630524063,439.8394321381511,748.913023674736,0,0.0
135,-13091.276397101909,2866.997605762567,2172.6619682535384,-0.6035106608548196,3.197637801861868,7.474648457265224,1646.609282482627,693.3972723599973,489.7956135264767,0,0.0
136,-466.3427718114094,10988.500698315976,-579.8031491707429,-13.721975516797908,1.9031248242351337,-1.4076740294207875,0.0005979373155736449,513.6530729580081,603.4620668762118,0,0.0
137,4872.795291043248,694.3163787586254,2614.094951523812,-3.653348573378206,3.056610333544239,8.036916240670042,0.0005979373155736449,864.8745015044069,876.0394338412916,0,0.0
138,1681.2952374859626,-11000.675488002125,7519.447357022029,12.735535827055742,4.910038312886375,2.566079478487219,917.6581917994009,541.1235142536971,797.0912684049545,0,0.0
139,-10107.453537043906,-437.02184797002883,-2208.721516600912,-1.4733535786802703,-8.20074803075269,5.99795293753708,1799.9994020626843,881.9640592901042,403.8335685367292,0,0.0
140,-1160.0835096062674,9189.986737941193,4388.124601688347,-6.456987880433008,1.5667967886941665,-1.9634945154281027,1755.7733926633018,726.2208575688901,977.2961676303812,0,0.0
141,67.26993341735124,-983.7823361281716,1678.7793246418191,1.6861596564290702,-0.8623688261426405,-3.486529766125448,347.3936079900815,487.7679983441485,419.99748773036936,0,0.0
142,4213.793320201136,-12267.402018484132,2169.3839832806566,12.400547599436894,5.6410321451521765,0.8575257464518549,1068.6886806080724,669.2191417492595,373.26634495491817,0,0.0
143,-1094.4825548632343,7641.1155592060895,3517.6386425186606,-5.7058160645238605,-5.501592238876585,10.659815384639451,0.0005979373155736449,581.1702147148017,1136.2690445782437,0,0.0
144,-1981.7391783418948,-13718.347605348063,-740.6970968499156,12.749933526294377,-1.9906748261545053,-3.655566461356502,1579.5884546325112,878.776926552493,682.0972347971492,0,0.0
145,-7824.765185969303,2638.550909035806,1276.665345262376,-1.2091213555649163,-8.766876654230646,3.045543798071219,463.9862941721581,599.2880174726997,893.3661583030362,0,0.0
146,-3281.5799890080098,2551.8676015596293,-5551.736343824599,-3.8338747113099165,-0.3185182554313446,10.827681148835644,435.34234314916995,567.5291256201317,634.1665463403651,0,0.0
147,4987.629932427632,-5419.803135750565,-961.8427846711288,-9.50262035892062,6.573177179007608,-2.849069875931701,536.3798080257769,830.1773361730657,821.371847880303,0,0.0
148,4831.353712844164,2741.181887693763,-1930.112661739605,8.950334614083642,4.627944412883299,-4.678214389404108,0.0005979373155736449,498.5053597024971,907.8696178491919,0,0.0
149,-9594.444573771409,-6741.129037294106,4224.738181753878,-1.1414511196057893,-0.4806021055054783,-0.8984756284017461,1525.7899669401968,524.1686820445693,772.3184432093358,0,0.0
150,1563.3697632260328,601.0652947262079,6855.368162700074,0.9648912520863258,0.9794661899245742,1.6041980318918525,1690.0603836473354,696.0947179373816,550.6951113836931,0,0.0
151,5863.167080444228,3875.991852422667,-2341.3684567748246,7.11365181644924,8.399913005088411,-6.100249209689427,0.0005979373155736449,785.674503207304,651.0601941633768,0,0.0
152,-10250.229451315266,-9321.554595584646,2543.3653721124033,7.144985876331333,-5.521778981534647,6.982401739131782,1454.0802578949274,600.0457782477015,843.9778027883231,0,0.0
153,596.5126352801069,2491.8517586840094,-1775.0960371132214,1.321547228965482,-2.3861137776174224,4.057431707411445,517.2901906763437,647.9338212946705,811.8806772544885,0,0.0
154,-1989.1880916725868,-11916.267752084032,4294.320356008231,8.69053790824149,1.4557584549241893,3.759019991757893,1272.66328446508,706.7008803139888,897.3188756008403,0,0.0
155,-5247.861370274857,3871.230592612601,-1924.3586651945711,-8.436719421059635,6.5570770681685,-5.284642883484881,0.0005979373155736449,843.7468047358279,1017.0399854831076,0,0.0
156,2765.3409871335252,4185.084288015054,-5247.402797009137,3.519054931831905,9.003719129079762,-4.606973142692676,0.0005979373155736449,573.8161923625939,1193.756993151137,0,0.0
157,-689.3300404454485,2825.0020044173257,1553.7099880924068,3.2209215665847566,6.54253775992248,-7.115804497141601,0.0005979373155736449,808.7352467872142,1226.3212168297114,0,0.0
158,-447.89944786939316,-1854.6948698708593,-568.127571566416,0.3164573860673041,1.0595641441782693,0.1067394037766689,1012.4277541983863,621.3927312667738,1026.3742447866362,0,0.0
159,-6424.650524979933,-1226.7619991602278,3769.9694544255262,1.5327567672551794,-10.431489757189311,-4.155944363040941,176.8889667499475,646.892708575645,1172.0968387229223,0,0.0
160,-717.7756357175379,-8830.755526570889,10125.38453327971,2.266124934088169,10.067432868278573,7.898660910610518,1220.1509004882068,469.0154663789808,473.8243367571249,0,0.0
